Time differences of all IDs

data structure: (cam 1, id 1), (cam 2, id 2), (time diff)
((2, 28), (22, 10), (300))
((2, 28), (22, 11), (345))
((2, 28), (22, 12), (422))
((2, 28), (22, 13), (442))
((2, 28), (22, 14), (452))
((2, 28), (22, 15), (524))
((2, 28), (22, 16), (533))
((2, 28), (22, 17), (536))
((2, 28), (22, 2), (68))
((2, 28), (22, 3), (76))
((2, 28), (22, 4), (184))
((2, 28), (22, 5), (201))
((2, 28), (22, 6), (203))
((2, 28), (22, 7), (210))
((2, 28), (22, 8), (209))
((2, 28), (22, 9), (219))
((2, 30), (12, 12), (189))
((2, 30), (12, 13), (212))
((2, 30), (12, 14), (254))
((2, 30), (12, 15), (270))
((2, 30), (12, 17), (289))
((2, 30), (12, 18), (340))
((2, 30), (12, 19), (375))
((2, 30), (12, 20), (428))
((2, 30), (12, 21), (445))
((2, 30), (12, 22), (460))
((2, 30), (12, 23), (510))
((2, 30), (12, 25), (553))
((2, 30), (12, 26), (564))
((2, 30), (12, 6), (18))
((2, 30), (12, 7), (42))
((2, 30), (12, 8), (43))
((2, 30), (12, 9), (102))
((2, 30), (13, 10), (145))
((2, 30), (13, 11), (84))
((2, 30), (13, 13), (108))
((2, 30), (13, 14), (108))
((2, 30), (13, 15), (119))
((2, 30), (13, 16), (133))
((2, 30), (13, 17), (248))
((2, 30), (13, 18), (259))
((2, 30), (13, 19), (293))
((2, 30), (13, 2), (48))
((2, 30), (13, 20), (367))
((2, 30), (13, 21), (382))
((2, 30), (13, 22), (421))
((2, 30), (13, 23), (438))
((2, 30), (13, 24), (429))
((2, 30), (13, 25), (450))
((2, 30), (13, 26), (451))
((2, 30), (13, 27), (510))
((2, 30), (13, 28), (524))
((2, 30), (13, 29), (524))
((2, 30), (13, 3), (10))
((2, 30), (13, 30), (534))
((2, 30), (13, 31), (536))
((2, 30), (13, 32), (570))
((2, 30), (13, 33), (558))
((2, 30), (13, 34), (559))
((2, 30), (13, 35), (571))
((2, 30), (13, 4), (8))
((2, 30), (13, 5), (2))
((2, 30), (13, 6), (14))
((2, 30), (13, 7), (14))
((2, 30), (13, 8), (18))
((2, 30), (13, 9), (60))
((2, 30), (22, 1), (43))
((2, 30), (22, 10), (295))
((2, 30), (22, 11), (340))
((2, 30), (22, 12), (417))
((2, 30), (22, 13), (437))
((2, 30), (22, 14), (447))
((2, 30), (22, 15), (519))
((2, 30), (22, 16), (528))
((2, 30), (22, 17), (531))
((2, 30), (22, 2), (63))
((2, 30), (22, 3), (71))
((2, 30), (22, 4), (179))
((2, 30), (22, 5), (196))
((2, 30), (22, 6), (198))
((2, 30), (22, 7), (205))
((2, 30), (22, 8), (204))
((2, 30), (22, 9), (214))
((2, 31), (12, 12), (185))
((2, 31), (12, 13), (208))
((2, 31), (12, 14), (250))
((2, 31), (12, 15), (266))
((2, 31), (12, 17), (285))
((2, 31), (12, 18), (336))
((2, 31), (12, 19), (371))
((2, 31), (12, 20), (424))
((2, 31), (12, 21), (441))
((2, 31), (12, 22), (456))
((2, 31), (12, 23), (506))
((2, 31), (12, 25), (549))
((2, 31), (12, 26), (560))
((2, 31), (12, 6), (14))
((2, 31), (12, 7), (38))
((2, 31), (12, 8), (39))
((2, 31), (12, 9), (98))
((2, 31), (13, 10), (141))
((2, 31), (13, 11), (80))
((2, 31), (13, 13), (104))
((2, 31), (13, 14), (104))
((2, 31), (13, 15), (115))
((2, 31), (13, 16), (129))
((2, 31), (13, 17), (244))
((2, 31), (13, 18), (255))
((2, 31), (13, 19), (289))
((2, 31), (13, 2), (52))
((2, 31), (13, 20), (363))
((2, 31), (13, 21), (378))
((2, 31), (13, 22), (417))
((2, 31), (13, 23), (434))
((2, 31), (13, 24), (425))
((2, 31), (13, 25), (446))
((2, 31), (13, 26), (447))
((2, 31), (13, 27), (506))
((2, 31), (13, 28), (520))
((2, 31), (13, 29), (520))
((2, 31), (13, 3), (14))
((2, 31), (13, 30), (530))
((2, 31), (13, 31), (532))
((2, 31), (13, 32), (566))
((2, 31), (13, 33), (554))
((2, 31), (13, 34), (555))
((2, 31), (13, 35), (567))
((2, 31), (13, 4), (12))
((2, 31), (13, 5), (6))
((2, 31), (13, 6), (10))
((2, 31), (13, 7), (10))
((2, 31), (13, 8), (14))
((2, 31), (13, 9), (56))
((2, 31), (22, 1), (39))
((2, 31), (22, 10), (291))
((2, 31), (22, 11), (336))
((2, 31), (22, 12), (413))
((2, 31), (22, 13), (433))
((2, 31), (22, 14), (443))
((2, 31), (22, 15), (515))
((2, 31), (22, 16), (524))
((2, 31), (22, 17), (527))
((2, 31), (22, 2), (59))
((2, 31), (22, 3), (67))
((2, 31), (22, 4), (175))
((2, 31), (22, 5), (192))
((2, 31), (22, 6), (194))
((2, 31), (22, 7), (201))
((2, 31), (22, 8), (200))
((2, 31), (22, 9), (210))
((2, 32), (12, 12), (184))
((2, 32), (12, 13), (207))
((2, 32), (12, 14), (249))
((2, 32), (12, 15), (265))
((2, 32), (12, 17), (284))
((2, 32), (12, 18), (335))
((2, 32), (12, 19), (370))
((2, 32), (12, 20), (423))
((2, 32), (12, 21), (440))
((2, 32), (12, 22), (455))
((2, 32), (12, 23), (505))
((2, 32), (12, 25), (548))
((2, 32), (12, 26), (559))
((2, 32), (12, 6), (13))
((2, 32), (12, 7), (37))
((2, 32), (12, 8), (38))
((2, 32), (12, 9), (97))
((2, 32), (13, 10), (140))
((2, 32), (13, 11), (79))
((2, 32), (13, 13), (103))
((2, 32), (13, 14), (103))
((2, 32), (13, 15), (114))
((2, 32), (13, 16), (128))
((2, 32), (13, 17), (243))
((2, 32), (13, 18), (254))
((2, 32), (13, 19), (288))
((2, 32), (13, 2), (53))
((2, 32), (13, 20), (362))
((2, 32), (13, 21), (377))
((2, 32), (13, 22), (416))
((2, 32), (13, 23), (433))
((2, 32), (13, 24), (424))
((2, 32), (13, 25), (445))
((2, 32), (13, 26), (446))
((2, 32), (13, 27), (505))
((2, 32), (13, 28), (519))
((2, 32), (13, 29), (519))
((2, 32), (13, 3), (15))
((2, 32), (13, 30), (529))
((2, 32), (13, 31), (531))
((2, 32), (13, 32), (565))
((2, 32), (13, 33), (553))
((2, 32), (13, 34), (554))
((2, 32), (13, 35), (566))
((2, 32), (13, 4), (13))
((2, 32), (13, 5), (7))
((2, 32), (13, 6), (9))
((2, 32), (13, 7), (9))
((2, 32), (13, 8), (13))
((2, 32), (13, 9), (55))
((2, 32), (22, 1), (38))
((2, 32), (22, 10), (290))
((2, 32), (22, 11), (335))
((2, 32), (22, 12), (412))
((2, 32), (22, 13), (432))
((2, 32), (22, 14), (442))
((2, 32), (22, 15), (514))
((2, 32), (22, 16), (523))
((2, 32), (22, 17), (526))
((2, 32), (22, 2), (58))
((2, 32), (22, 3), (66))
((2, 32), (22, 4), (174))
((2, 32), (22, 5), (191))
((2, 32), (22, 6), (193))
((2, 32), (22, 7), (200))
((2, 32), (22, 8), (199))
((2, 32), (22, 9), (209))
((2, 33), (12, 12), (182))
((2, 33), (12, 13), (205))
((2, 33), (12, 14), (247))
((2, 33), (12, 15), (263))
((2, 33), (12, 17), (282))
((2, 33), (12, 18), (333))
((2, 33), (12, 19), (368))
((2, 33), (12, 20), (421))
((2, 33), (12, 21), (438))
((2, 33), (12, 22), (453))
((2, 33), (12, 23), (503))
((2, 33), (12, 25), (546))
((2, 33), (12, 26), (557))
((2, 33), (12, 6), (11))
((2, 33), (12, 7), (35))
((2, 33), (12, 8), (36))
((2, 33), (12, 9), (95))
((2, 33), (13, 10), (138))
((2, 33), (13, 11), (77))
((2, 33), (13, 13), (101))
((2, 33), (13, 14), (101))
((2, 33), (13, 15), (112))
((2, 33), (13, 16), (126))
((2, 33), (13, 17), (241))
((2, 33), (13, 18), (252))
((2, 33), (13, 19), (286))
((2, 33), (13, 2), (55))
((2, 33), (13, 20), (360))
((2, 33), (13, 21), (375))
((2, 33), (13, 22), (414))
((2, 33), (13, 23), (431))
((2, 33), (13, 24), (422))
((2, 33), (13, 25), (443))
((2, 33), (13, 26), (444))
((2, 33), (13, 27), (503))
((2, 33), (13, 28), (517))
((2, 33), (13, 29), (517))
((2, 33), (13, 3), (17))
((2, 33), (13, 30), (527))
((2, 33), (13, 31), (529))
((2, 33), (13, 32), (563))
((2, 33), (13, 33), (551))
((2, 33), (13, 34), (552))
((2, 33), (13, 35), (564))
((2, 33), (13, 4), (15))
((2, 33), (13, 5), (9))
((2, 33), (13, 6), (7))
((2, 33), (13, 7), (7))
((2, 33), (13, 8), (11))
((2, 33), (13, 9), (53))
((2, 33), (22, 1), (36))
((2, 33), (22, 10), (288))
((2, 33), (22, 11), (333))
((2, 33), (22, 12), (410))
((2, 33), (22, 13), (430))
((2, 33), (22, 14), (440))
((2, 33), (22, 15), (512))
((2, 33), (22, 16), (521))
((2, 33), (22, 17), (524))
((2, 33), (22, 2), (56))
((2, 33), (22, 3), (64))
((2, 33), (22, 4), (172))
((2, 33), (22, 5), (189))
((2, 33), (22, 6), (191))
((2, 33), (22, 7), (198))
((2, 33), (22, 8), (197))
((2, 33), (22, 9), (207))
((2, 39), (12, 12), (155))
((2, 39), (12, 13), (178))
((2, 39), (12, 14), (220))
((2, 39), (12, 15), (236))
((2, 39), (12, 17), (255))
((2, 39), (12, 18), (306))
((2, 39), (12, 19), (341))
((2, 39), (12, 20), (394))
((2, 39), (12, 21), (411))
((2, 39), (12, 22), (426))
((2, 39), (12, 23), (476))
((2, 39), (12, 25), (519))
((2, 39), (12, 26), (530))
((2, 39), (12, 6), (16))
((2, 39), (12, 7), (8))
((2, 39), (12, 8), (9))
((2, 39), (12, 9), (68))
((2, 39), (13, 10), (111))
((2, 39), (13, 11), (50))
((2, 39), (13, 13), (74))
((2, 39), (13, 14), (74))
((2, 39), (13, 15), (85))
((2, 39), (13, 16), (99))
((2, 39), (13, 17), (214))
((2, 39), (13, 18), (225))
((2, 39), (13, 19), (259))
((2, 39), (13, 2), (82))
((2, 39), (13, 20), (333))
((2, 39), (13, 21), (348))
((2, 39), (13, 22), (387))
((2, 39), (13, 23), (404))
((2, 39), (13, 24), (395))
((2, 39), (13, 25), (416))
((2, 39), (13, 26), (417))
((2, 39), (13, 27), (476))
((2, 39), (13, 28), (490))
((2, 39), (13, 29), (490))
((2, 39), (13, 3), (44))
((2, 39), (13, 30), (500))
((2, 39), (13, 31), (502))
((2, 39), (13, 32), (536))
((2, 39), (13, 33), (524))
((2, 39), (13, 34), (525))
((2, 39), (13, 35), (537))
((2, 39), (13, 4), (42))
((2, 39), (13, 5), (36))
((2, 39), (13, 6), (20))
((2, 39), (13, 7), (20))
((2, 39), (13, 8), (16))
((2, 39), (13, 9), (26))
((2, 39), (22, 1), (9))
((2, 39), (22, 10), (261))
((2, 39), (22, 11), (306))
((2, 39), (22, 12), (383))
((2, 39), (22, 13), (403))
((2, 39), (22, 14), (413))
((2, 39), (22, 15), (485))
((2, 39), (22, 16), (494))
((2, 39), (22, 17), (497))
((2, 39), (22, 2), (29))
((2, 39), (22, 3), (37))
((2, 39), (22, 4), (145))
((2, 39), (22, 5), (162))
((2, 39), (22, 6), (164))
((2, 39), (22, 7), (171))
((2, 39), (22, 8), (170))
((2, 39), (22, 9), (180))
((2, 44), (12, 12), (151))
((2, 44), (12, 13), (174))
((2, 44), (12, 14), (216))
((2, 44), (12, 15), (232))
((2, 44), (12, 17), (251))
((2, 44), (12, 18), (302))
((2, 44), (12, 19), (337))
((2, 44), (12, 20), (390))
((2, 44), (12, 21), (407))
((2, 44), (12, 22), (422))
((2, 44), (12, 23), (472))
((2, 44), (12, 25), (515))
((2, 44), (12, 26), (526))
((2, 44), (12, 6), (20))
((2, 44), (12, 7), (4))
((2, 44), (12, 8), (5))
((2, 44), (12, 9), (64))
((2, 44), (13, 10), (107))
((2, 44), (13, 11), (46))
((2, 44), (13, 13), (70))
((2, 44), (13, 14), (70))
((2, 44), (13, 15), (81))
((2, 44), (13, 16), (95))
((2, 44), (13, 17), (210))
((2, 44), (13, 18), (221))
((2, 44), (13, 19), (255))
((2, 44), (13, 2), (86))
((2, 44), (13, 20), (329))
((2, 44), (13, 21), (344))
((2, 44), (13, 22), (383))
((2, 44), (13, 23), (400))
((2, 44), (13, 24), (391))
((2, 44), (13, 25), (412))
((2, 44), (13, 26), (413))
((2, 44), (13, 27), (472))
((2, 44), (13, 28), (486))
((2, 44), (13, 29), (486))
((2, 44), (13, 3), (48))
((2, 44), (13, 30), (496))
((2, 44), (13, 31), (498))
((2, 44), (13, 32), (532))
((2, 44), (13, 33), (520))
((2, 44), (13, 34), (521))
((2, 44), (13, 35), (533))
((2, 44), (13, 4), (46))
((2, 44), (13, 5), (40))
((2, 44), (13, 6), (24))
((2, 44), (13, 7), (24))
((2, 44), (13, 8), (20))
((2, 44), (13, 9), (22))
((2, 44), (22, 1), (5))
((2, 44), (22, 10), (257))
((2, 44), (22, 11), (302))
((2, 44), (22, 12), (379))
((2, 44), (22, 13), (399))
((2, 44), (22, 14), (409))
((2, 44), (22, 15), (481))
((2, 44), (22, 16), (490))
((2, 44), (22, 17), (493))
((2, 44), (22, 2), (25))
((2, 44), (22, 3), (33))
((2, 44), (22, 4), (141))
((2, 44), (22, 5), (158))
((2, 44), (22, 6), (160))
((2, 44), (22, 7), (167))
((2, 44), (22, 8), (166))
((2, 44), (22, 9), (176))
((2, 45), (12, 12), (152))
((2, 45), (12, 13), (175))
((2, 45), (12, 14), (217))
((2, 45), (12, 15), (233))
((2, 45), (12, 17), (252))
((2, 45), (12, 18), (303))
((2, 45), (12, 19), (338))
((2, 45), (12, 20), (391))
((2, 45), (12, 21), (408))
((2, 45), (12, 22), (423))
((2, 45), (12, 23), (473))
((2, 45), (12, 25), (516))
((2, 45), (12, 26), (527))
((2, 45), (12, 6), (19))
((2, 45), (12, 7), (5))
((2, 45), (12, 8), (6))
((2, 45), (12, 9), (65))
((2, 45), (13, 10), (108))
((2, 45), (13, 11), (47))
((2, 45), (13, 13), (71))
((2, 45), (13, 14), (71))
((2, 45), (13, 15), (82))
((2, 45), (13, 16), (96))
((2, 45), (13, 17), (211))
((2, 45), (13, 18), (222))
((2, 45), (13, 19), (256))
((2, 45), (13, 2), (85))
((2, 45), (13, 20), (330))
((2, 45), (13, 21), (345))
((2, 45), (13, 22), (384))
((2, 45), (13, 23), (401))
((2, 45), (13, 24), (392))
((2, 45), (13, 25), (413))
((2, 45), (13, 26), (414))
((2, 45), (13, 27), (473))
((2, 45), (13, 28), (487))
((2, 45), (13, 29), (487))
((2, 45), (13, 3), (47))
((2, 45), (13, 30), (497))
((2, 45), (13, 31), (499))
((2, 45), (13, 32), (533))
((2, 45), (13, 33), (521))
((2, 45), (13, 34), (522))
((2, 45), (13, 35), (534))
((2, 45), (13, 4), (45))
((2, 45), (13, 5), (39))
((2, 45), (13, 6), (23))
((2, 45), (13, 7), (23))
((2, 45), (13, 8), (19))
((2, 45), (13, 9), (23))
((2, 45), (22, 1), (6))
((2, 45), (22, 10), (258))
((2, 45), (22, 11), (303))
((2, 45), (22, 12), (380))
((2, 45), (22, 13), (400))
((2, 45), (22, 14), (410))
((2, 45), (22, 15), (482))
((2, 45), (22, 16), (491))
((2, 45), (22, 17), (494))
((2, 45), (22, 2), (26))
((2, 45), (22, 3), (34))
((2, 45), (22, 4), (142))
((2, 45), (22, 5), (159))
((2, 45), (22, 6), (161))
((2, 45), (22, 7), (168))
((2, 45), (22, 8), (167))
((2, 45), (22, 9), (177))
((2, 48), (12, 12), (142))
((2, 48), (12, 13), (165))
((2, 48), (12, 14), (207))
((2, 48), (12, 15), (223))
((2, 48), (12, 17), (242))
((2, 48), (12, 18), (293))
((2, 48), (12, 19), (328))
((2, 48), (12, 20), (381))
((2, 48), (12, 21), (398))
((2, 48), (12, 22), (413))
((2, 48), (12, 23), (463))
((2, 48), (12, 25), (506))
((2, 48), (12, 26), (517))
((2, 48), (12, 6), (29))
((2, 48), (12, 7), (5))
((2, 48), (12, 8), (4))
((2, 48), (12, 9), (55))
((2, 48), (13, 10), (98))
((2, 48), (13, 11), (37))
((2, 48), (13, 13), (61))
((2, 48), (13, 14), (61))
((2, 48), (13, 15), (72))
((2, 48), (13, 16), (86))
((2, 48), (13, 17), (201))
((2, 48), (13, 18), (212))
((2, 48), (13, 19), (246))
((2, 48), (13, 2), (95))
((2, 48), (13, 20), (320))
((2, 48), (13, 21), (335))
((2, 48), (13, 22), (374))
((2, 48), (13, 23), (391))
((2, 48), (13, 24), (382))
((2, 48), (13, 25), (403))
((2, 48), (13, 26), (404))
((2, 48), (13, 27), (463))
((2, 48), (13, 28), (477))
((2, 48), (13, 29), (477))
((2, 48), (13, 3), (57))
((2, 48), (13, 30), (487))
((2, 48), (13, 31), (489))
((2, 48), (13, 32), (523))
((2, 48), (13, 33), (511))
((2, 48), (13, 34), (512))
((2, 48), (13, 35), (524))
((2, 48), (13, 4), (55))
((2, 48), (13, 5), (49))
((2, 48), (13, 6), (33))
((2, 48), (13, 7), (33))
((2, 48), (13, 8), (29))
((2, 48), (13, 9), (13))
((2, 48), (22, 1), (4))
((2, 48), (22, 10), (248))
((2, 48), (22, 11), (293))
((2, 48), (22, 12), (370))
((2, 48), (22, 13), (390))
((2, 48), (22, 14), (400))
((2, 48), (22, 15), (472))
((2, 48), (22, 16), (481))
((2, 48), (22, 17), (484))
((2, 48), (22, 2), (16))
((2, 48), (22, 3), (24))
((2, 48), (22, 4), (132))
((2, 48), (22, 5), (149))
((2, 48), (22, 6), (151))
((2, 48), (22, 7), (158))
((2, 48), (22, 8), (157))
((2, 48), (22, 9), (167))
((2, 49), (12, 12), (138))
((2, 49), (12, 13), (161))
((2, 49), (12, 14), (203))
((2, 49), (12, 15), (219))
((2, 49), (12, 17), (238))
((2, 49), (12, 18), (289))
((2, 49), (12, 19), (324))
((2, 49), (12, 20), (377))
((2, 49), (12, 21), (394))
((2, 49), (12, 22), (409))
((2, 49), (12, 23), (459))
((2, 49), (12, 25), (502))
((2, 49), (12, 26), (513))
((2, 49), (12, 6), (33))
((2, 49), (12, 7), (9))
((2, 49), (12, 8), (8))
((2, 49), (12, 9), (51))
((2, 49), (13, 10), (94))
((2, 49), (13, 11), (33))
((2, 49), (13, 13), (57))
((2, 49), (13, 14), (57))
((2, 49), (13, 15), (68))
((2, 49), (13, 16), (82))
((2, 49), (13, 17), (197))
((2, 49), (13, 18), (208))
((2, 49), (13, 19), (242))
((2, 49), (13, 2), (99))
((2, 49), (13, 20), (316))
((2, 49), (13, 21), (331))
((2, 49), (13, 22), (370))
((2, 49), (13, 23), (387))
((2, 49), (13, 24), (378))
((2, 49), (13, 25), (399))
((2, 49), (13, 26), (400))
((2, 49), (13, 27), (459))
((2, 49), (13, 28), (473))
((2, 49), (13, 29), (473))
((2, 49), (13, 3), (61))
((2, 49), (13, 30), (483))
((2, 49), (13, 31), (485))
((2, 49), (13, 32), (519))
((2, 49), (13, 33), (507))
((2, 49), (13, 34), (508))
((2, 49), (13, 35), (520))
((2, 49), (13, 4), (59))
((2, 49), (13, 5), (53))
((2, 49), (13, 6), (37))
((2, 49), (13, 7), (37))
((2, 49), (13, 8), (33))
((2, 49), (13, 9), (9))
((2, 49), (22, 1), (8))
((2, 49), (22, 10), (244))
((2, 49), (22, 11), (289))
((2, 49), (22, 12), (366))
((2, 49), (22, 13), (386))
((2, 49), (22, 14), (396))
((2, 49), (22, 15), (468))
((2, 49), (22, 16), (477))
((2, 49), (22, 17), (480))
((2, 49), (22, 2), (12))
((2, 49), (22, 3), (20))
((2, 49), (22, 4), (128))
((2, 49), (22, 5), (145))
((2, 49), (22, 6), (147))
((2, 49), (22, 7), (154))
((2, 49), (22, 8), (153))
((2, 49), (22, 9), (163))
((2, 50), (12, 12), (140))
((2, 50), (12, 13), (163))
((2, 50), (12, 14), (205))
((2, 50), (12, 15), (221))
((2, 50), (12, 17), (240))
((2, 50), (12, 18), (291))
((2, 50), (12, 19), (326))
((2, 50), (12, 20), (379))
((2, 50), (12, 21), (396))
((2, 50), (12, 22), (411))
((2, 50), (12, 23), (461))
((2, 50), (12, 25), (504))
((2, 50), (12, 26), (515))
((2, 50), (12, 6), (31))
((2, 50), (12, 7), (7))
((2, 50), (12, 8), (6))
((2, 50), (12, 9), (53))
((2, 50), (13, 10), (96))
((2, 50), (13, 11), (35))
((2, 50), (13, 13), (59))
((2, 50), (13, 14), (59))
((2, 50), (13, 15), (70))
((2, 50), (13, 16), (84))
((2, 50), (13, 17), (199))
((2, 50), (13, 18), (210))
((2, 50), (13, 19), (244))
((2, 50), (13, 2), (97))
((2, 50), (13, 20), (318))
((2, 50), (13, 21), (333))
((2, 50), (13, 22), (372))
((2, 50), (13, 23), (389))
((2, 50), (13, 24), (380))
((2, 50), (13, 25), (401))
((2, 50), (13, 26), (402))
((2, 50), (13, 27), (461))
((2, 50), (13, 28), (475))
((2, 50), (13, 29), (475))
((2, 50), (13, 3), (59))
((2, 50), (13, 30), (485))
((2, 50), (13, 31), (487))
((2, 50), (13, 32), (521))
((2, 50), (13, 33), (509))
((2, 50), (13, 34), (510))
((2, 50), (13, 35), (522))
((2, 50), (13, 4), (57))
((2, 50), (13, 5), (51))
((2, 50), (13, 6), (35))
((2, 50), (13, 7), (35))
((2, 50), (13, 8), (31))
((2, 50), (13, 9), (11))
((2, 50), (22, 1), (6))
((2, 50), (22, 10), (246))
((2, 50), (22, 11), (291))
((2, 50), (22, 12), (368))
((2, 50), (22, 13), (388))
((2, 50), (22, 14), (398))
((2, 50), (22, 15), (470))
((2, 50), (22, 16), (479))
((2, 50), (22, 17), (482))
((2, 50), (22, 2), (14))
((2, 50), (22, 3), (22))
((2, 50), (22, 4), (130))
((2, 50), (22, 5), (147))
((2, 50), (22, 6), (149))
((2, 50), (22, 7), (156))
((2, 50), (22, 8), (155))
((2, 50), (22, 9), (165))
((2, 52), (12, 12), (133))
((2, 52), (12, 13), (156))
((2, 52), (12, 14), (198))
((2, 52), (12, 15), (214))
((2, 52), (12, 17), (233))
((2, 52), (12, 18), (284))
((2, 52), (12, 19), (319))
((2, 52), (12, 20), (372))
((2, 52), (12, 21), (389))
((2, 52), (12, 22), (404))
((2, 52), (12, 23), (454))
((2, 52), (12, 25), (497))
((2, 52), (12, 26), (508))
((2, 52), (12, 6), (38))
((2, 52), (12, 7), (14))
((2, 52), (12, 8), (13))
((2, 52), (12, 9), (46))
((2, 52), (13, 10), (89))
((2, 52), (13, 11), (28))
((2, 52), (13, 13), (52))
((2, 52), (13, 14), (52))
((2, 52), (13, 15), (63))
((2, 52), (13, 16), (77))
((2, 52), (13, 17), (192))
((2, 52), (13, 18), (203))
((2, 52), (13, 19), (237))
((2, 52), (13, 2), (104))
((2, 52), (13, 20), (311))
((2, 52), (13, 21), (326))
((2, 52), (13, 22), (365))
((2, 52), (13, 23), (382))
((2, 52), (13, 24), (373))
((2, 52), (13, 25), (394))
((2, 52), (13, 26), (395))
((2, 52), (13, 27), (454))
((2, 52), (13, 28), (468))
((2, 52), (13, 29), (468))
((2, 52), (13, 3), (66))
((2, 52), (13, 30), (478))
((2, 52), (13, 31), (480))
((2, 52), (13, 32), (514))
((2, 52), (13, 33), (502))
((2, 52), (13, 34), (503))
((2, 52), (13, 35), (515))
((2, 52), (13, 4), (64))
((2, 52), (13, 5), (58))
((2, 52), (13, 6), (42))
((2, 52), (13, 7), (42))
((2, 52), (13, 8), (38))
((2, 52), (13, 9), (4))
((2, 52), (22, 1), (13))
((2, 52), (22, 10), (239))
((2, 52), (22, 11), (284))
((2, 52), (22, 12), (361))
((2, 52), (22, 13), (381))
((2, 52), (22, 14), (391))
((2, 52), (22, 15), (463))
((2, 52), (22, 16), (472))
((2, 52), (22, 17), (475))
((2, 52), (22, 2), (7))
((2, 52), (22, 3), (15))
((2, 52), (22, 4), (123))
((2, 52), (22, 5), (140))
((2, 52), (22, 6), (142))
((2, 52), (22, 7), (149))
((2, 52), (22, 8), (148))
((2, 52), (22, 9), (158))
((2, 53), (12, 12), (135))
((2, 53), (12, 13), (158))
((2, 53), (12, 14), (200))
((2, 53), (12, 15), (216))
((2, 53), (12, 17), (235))
((2, 53), (12, 18), (286))
((2, 53), (12, 19), (321))
((2, 53), (12, 20), (374))
((2, 53), (12, 21), (391))
((2, 53), (12, 22), (406))
((2, 53), (12, 23), (456))
((2, 53), (12, 25), (499))
((2, 53), (12, 26), (510))
((2, 53), (12, 6), (36))
((2, 53), (12, 7), (12))
((2, 53), (12, 8), (11))
((2, 53), (12, 9), (48))
((2, 53), (13, 10), (91))
((2, 53), (13, 11), (30))
((2, 53), (13, 13), (54))
((2, 53), (13, 14), (54))
((2, 53), (13, 15), (65))
((2, 53), (13, 16), (79))
((2, 53), (13, 17), (194))
((2, 53), (13, 18), (205))
((2, 53), (13, 19), (239))
((2, 53), (13, 2), (102))
((2, 53), (13, 20), (313))
((2, 53), (13, 21), (328))
((2, 53), (13, 22), (367))
((2, 53), (13, 23), (384))
((2, 53), (13, 24), (375))
((2, 53), (13, 25), (396))
((2, 53), (13, 26), (397))
((2, 53), (13, 27), (456))
((2, 53), (13, 28), (470))
((2, 53), (13, 29), (470))
((2, 53), (13, 3), (64))
((2, 53), (13, 30), (480))
((2, 53), (13, 31), (482))
((2, 53), (13, 32), (516))
((2, 53), (13, 33), (504))
((2, 53), (13, 34), (505))
((2, 53), (13, 35), (517))
((2, 53), (13, 4), (62))
((2, 53), (13, 5), (56))
((2, 53), (13, 6), (40))
((2, 53), (13, 7), (40))
((2, 53), (13, 8), (36))
((2, 53), (13, 9), (6))
((2, 53), (22, 1), (11))
((2, 53), (22, 10), (241))
((2, 53), (22, 11), (286))
((2, 53), (22, 12), (363))
((2, 53), (22, 13), (383))
((2, 53), (22, 14), (393))
((2, 53), (22, 15), (465))
((2, 53), (22, 16), (474))
((2, 53), (22, 17), (477))
((2, 53), (22, 2), (9))
((2, 53), (22, 3), (17))
((2, 53), (22, 4), (125))
((2, 53), (22, 5), (142))
((2, 53), (22, 6), (144))
((2, 53), (22, 7), (151))
((2, 53), (22, 8), (150))
((2, 53), (22, 9), (160))
((2, 6), (12, 12), (268))
((2, 6), (12, 13), (291))
((2, 6), (12, 14), (333))
((2, 6), (12, 15), (349))
((2, 6), (12, 17), (368))
((2, 6), (12, 18), (419))
((2, 6), (12, 19), (454))
((2, 6), (12, 20), (507))
((2, 6), (12, 21), (524))
((2, 6), (12, 22), (539))
((2, 6), (12, 23), (589))
((2, 6), (12, 25), (632))
((2, 6), (12, 26), (643))
((2, 6), (12, 6), (97))
((2, 6), (12, 7), (121))
((2, 6), (12, 8), (122))
((2, 6), (12, 9), (181))
((2, 6), (13, 10), (224))
((2, 6), (13, 11), (163))
((2, 6), (13, 13), (187))
((2, 6), (13, 14), (187))
((2, 6), (13, 15), (198))
((2, 6), (13, 16), (212))
((2, 6), (13, 17), (327))
((2, 6), (13, 18), (338))
((2, 6), (13, 19), (372))
((2, 6), (13, 2), (31))
((2, 6), (13, 20), (446))
((2, 6), (13, 21), (461))
((2, 6), (13, 22), (500))
((2, 6), (13, 23), (517))
((2, 6), (13, 24), (508))
((2, 6), (13, 25), (529))
((2, 6), (13, 26), (530))
((2, 6), (13, 27), (589))
((2, 6), (13, 28), (603))
((2, 6), (13, 29), (603))
((2, 6), (13, 3), (69))
((2, 6), (13, 30), (613))
((2, 6), (13, 31), (615))
((2, 6), (13, 32), (649))
((2, 6), (13, 33), (637))
((2, 6), (13, 34), (638))
((2, 6), (13, 35), (650))
((2, 6), (13, 4), (71))
((2, 6), (13, 5), (77))
((2, 6), (13, 6), (93))
((2, 6), (13, 7), (93))
((2, 6), (13, 8), (97))
((2, 6), (13, 9), (139))
((2, 6), (22, 1), (122))
((2, 6), (22, 10), (374))
